0	1
1	1
2	2
3	3
4	5
5	7
6	11
7	15
8	22
9	30
10	42
11	56
12	77
13	101
14	135
15	176
16	231
17	297
18	385
19	490
20	627
21	792
22	1002
23	1255
24	1575
25	1958
26	2436
27	3010
28	3718
29	4565
30	5604
31	6842
32	8349
33	10143
34	12310
35	14883
36	17977
37	21637
38	26015
39	31185
40	37338
41	44583
42	53174
43	63261
44	75175
45	89134
46	105558
47	124754
48	147273
49	173525
50	204226
51	239943
52	281589
53	329931
54	386155
55	451276
56	526823
57	614154
58	715220
59	831820
60	966467
61	1121505
62	1300156
63	1505499
64	1741630
65	2012558
66	2323520
67	2679689
68	3087735
69	3554345
70	4087968
71	4697205
72	5392783
73	6185689
74	7089500
75	8118264
76	9289091
77	10619863
78	12132164
79	13848650
80	15796476
81	18004327
82	20506255
83	23338469
84	26543660
85	30167357
86	34262962
87	38887673
88	44108109
89	49995925
90	56634173
91	64112359
92	72533807
93	82010177
94	92669720
95	104651419
96	118114304
97	133230930
98	150198136
99	169229875
100	190569292
101	214481126
102	241265379
103	271248950
104	304801365
105	342325709
106	384276336
107	431149389
108	483502844
109	541946240
110	607163746
111	679903203
112	761002156
113	851376628
114	952050665
115	64144444
116	188908241
117	327710069
118	482074136
119	653668658
120	844349553
121	56148037
122	291320898
123	552338227
124	841940486
125	163127331
126	519222671
127	913864274
128	351078572
129	835271842
130	371315365
131	964539469
132	620830847
133	346629463
134	149040639
135	35836013
136	15581610
137	97644939
138	292341747
139	610949804
140	65878030
141	670689096
142	440293194
143	390982617
144	540654291
145	908857841
146	517052410
147	388671768
148	549419266
149	27354941
150	853235033
151	60624267
152	686288078
153	770335946
154	356672860
155	493181635
156	232243248
157	630964209
158	751778186
159	662727876
160	438158717
161	159067601
162	913903734
163	798994936
164	919474203
165	389799051
166	334821256
167	890418653
168	204731155
169	438923365
170	768615212
171	384799941
172	495497303
173	326857361
174	125071971
175	157694785
176	715853958
177	115827541
178	701601658
179	846748745
180	957386148
181	474406538
182	876902590
183	684811255
184	462873570
185	823766840
186	432684176
187	11033308
188	341735785
189	273588936
190	727392424
191	701087912
192	276842454
193	627090293
194	22725283
195	840194913
196	570967893
197	829857054
198	365960283
199	72406603
200	999001584
201	363628351
202	566853085
203	205252035
204	88278365
205	253816665
206	987661686
207	841656048
208	656171257
209	581242679
210	102510430
211	65815172
212	707128518
213	681152866
214	95835245
215	545600797
216	151141486
217	597991707
218	182390475
219	856024134
220	278860631
221	871012422
222	873584936
223	408735551
224	549735572
225	390472535
226	126080018
227	133319643
228	63342336
229	934575331
230	239411138
231	51475972
232	148277981
233	135012687
234	585509318
235	185015791
236	892123147
237	103340944
238	839035765
239	933018551
240	245981559
241	883751258
242	442210043
243	258407042
244	691482376
245	411431620
246	721206482
247	888573215
248	515297590
249	918325173
250	552749130
251	449423522
252	699367955
253	955881030
254	989109428
255	261876702
256	564310539
257	673892296
258	81427825
259	747231860
260	931290659
261	59165604
262	670910464
263	412156756
264	118367034
265	948631052
266	624108817
267	724489537
268	101983040
269	363120787
270	482579738
271	496019940
272	341315715
273	791631858
274	555284207
275	482204315
276	957876120
277	420721323
278	90315636
279	838289300
280	296312014
281	128802178
282	572259034
283	164417424
284	773357052
285	845028038
286	988203692
287	810504043
288	134007968
289	499051379
290	95161115
291	22367818
292	33113075
293	652589661
294	839817174
295	81672370
296	95434881
297	26153629
298	328731304
299	215121553
300	871952028
301	322886697
302	157947522
303	997773317
304	933344946
305	802922185
306	566449371
307	632856530
308	422151161
309	11248035
310	168899948
311	622454963
312	887146226
313	494487295
314	978279755
315	448655677
316	142860863
317	777559697
318	124048603
319	625834152
320	515827242
321	247563036
322	736718157
323	223171522
324	292198374
325	861594340
326	719778082
327	418929101
328	158836932
329	464229655
330	346277330
331	751057837
332	46119414
333	349321585
334	517051997
335	599675070
336	653137759
337	720467542
338	951036743
339	679567267
340	519048287
341	301270858
342	13298698
343	578817847
344	736232465
345	881505281
346	240958213
347	266311155
348	741050661
349	520091790
350	528158870
351	974447656
352	558437287
353	667717779
354	506287442
355	205601513
356	36979116
357	837997591
358	969200360
359	985297086
360	553937659
361	889753181
362	475595308
363	435384834
364	592940084
365	694049606
366	114244521
367	659772953
368	101860955
369	201237208
370	212356815
371	796796330
372	719198068
373	452720590
374	490899370
375	718032002
376	101229950
377	314029950
378	67627613
379	52977541
380	835873406
381	941039585
382	90955912
383	214144062
384	875281248
385	170835447
386	500626411
387	743701212
388	84580354
389	567232156
390	543615257
391	713660337
392	940353249
393	234541134
394	214631871
395	223080221
396	641319554
397	470772347
398	87344086
399	231944259
400	651411898
401	571461117
402	78259739
403	846064048
404	123793167
405	825364574
406	663434614
407	750266883
408	841727092
409	416104415
410	234449170
411	551623584
412	352325849
413	994855673
414	647242359
415	372476861
416	573326096
417	415915619
418	614653520
419	283987850
420	292994860
421	271993997
422	185234608
423	458271254
424	518538772
425	20156575
426	69753466
427	495672637
428	506858421
429	96225576
430	192185959
431	829778500
432	694227292
433	891920281
434	418748078
435	502033378
436	247621380
437	911582663
438	120244660
439	408383446
440	323150968
441	516920710
442	135391055
443	92955795
444	850884662
445	690043328
446	787760468
447	850432498
448	829222346
449	740625386
450	15614420
451	335458130
452	131486580
453	483386724
454	390391959
455	966861240
456	584657278
457	581043532
458	90730387
459	172006622
460	59614550
461	16442129
462	905771189
463	291113579
464	804511313
465	271353160
466	615558417
467	415637828
468	452335763
469	580115852
470	31968186
471	449767485
472	415921038
473	709517133
474	119560883
475	445774368
476	521448824
477	331714092
478	602412853
479	39685157
480	331133060
481	533682251
482	624489491
483	368637254
484	665220401
485	971813574
486	945846118
487	165086310
488	607422325
489	821968754
490	627486549
491	253362691
492	686021099
493	227257599
494	12690064
495	13122344
496	702747224
497	322933529
498	344698146
499	939960190
500	168879716
501	796716839
502	80396537
503	700890865
504	371847026
505	824304062
506	692301322
507	96516491
508	687768923
509	178253994
510	283001167
511	244550545
512	911268613
513	659325551
514	284769812
515	622818632
516	823333586
517	531185348
518	254563140
519	722462011
520	668495388
521	908655936
522	768342868
523	154140742
524	547886489
525	329522120
526	129034921
527	270457325
528	771670751
529	551513370
530	170030213
531	280253988
532	440993698
533	643103642
534	57041502
535	577824682
536	943822961
537	490950543
538	672092942
539	275223820
540	510026397
541	194660445
542	582858996
543	884239766
544	414863031
545	57296411
546	296077351
547	425407032
548	714421767
549	200218636
550	245058479
551	160463920
552	434464615
553	40647449
554	787123950
555	683146541
